order_id,order_source,account_id,product_id,order_date,quantity,unit_price_irr,revenue_irr
ORD000465,CRM Won,ACC0018,P004,2024-03-18,53,7417545,393129882
ORD000412,Repeat,ACC0066,P012,2024-03-18,7,3166839,22167879
ORD000515,CRM Won,ACC0012,P004,2024-03-18,35,7878815,275758533
ORD000290,Repeat,ACC0044,P011,2024-03-21,27,9436185,254776999
ORD000095,Repeat,ACC0017,P013,2024-03-22,26,9017299,234449787
ORD000600,CRM Won,ACC0062,P013,2024-03-23,19,9016681,171316947
ORD000325,Repeat,ACC0049,P014,2024-03-24,8,11936668,95493344
ORD000524,CRM Won,ACC0049,P012,2024-03-24,39,2874405,112101778
ORD000308,Repeat,ACC0047,P009,2024-03-25,15,1632214,24483214
ORD000641,CRM Won,ACC0044,P004,2024-03-26,124,7203597,893246067
ORD000230,Repeat,ACC0037,P002,2024-03-28,35,4976413,174174484
ORD000352,Repeat,ACC0054,P006,2024-03-30,25,1398527,34963198
ORD000326,Repeat,ACC0049,P015,2024-03-30,24,17697023,424728560
ORD000545,CRM Won,ACC0016,P010,2024-04-01,51,2997608,152878028
ORD000040,Repeat,ACC0007,P001,2024-04-03,65,4003821,260248373
ORD000828,CRM Won,ACC0027,P014,2024-04-07,42,13896100,583636216
ORD000269,Repeat,ACC0041,P008,2024-04-09,24,2281537,54756902
ORD000145,Repeat,ACC0024,P017,2024-04-09,173,11145284,1928134293
ORD000373,Repeat,ACC0059,P003,2024-04-13,10,6034939,60349396
ORD000435,Repeat,ACC0069,P016,2024-04-18,56,9606979,537990875
ORD000779,CRM Won,ACC0026,P001,2024-04-18,80,4443324,355465913
ORD000533,CRM Won,ACC0027,P010,2024-04-19,5,3044350,15221749
ORD000355,Repeat,ACC0056,P012,2024-04-23,13,3249193,42239513
ORD000758,CRM Won,ACC0038,P007,2024-04-27,51,1871800,95461786
ORD000805,CRM Won,ACC0003,P007,2024-04-29,92,2043778,188027545
ORD000206,Repeat,ACC0034,P001,2024-04-30,73,4107543,299850683
ORD000693,CRM Won,ACC0008,P009,2024-05-01,8,1566153,12529221
ORD000793,CRM Won,ACC0018,P015,2024-05-01,37,16447404,608553930
ORD000017,Repeat,ACC0003,P004,2024-05-02,17,7098573,120675749
ORD000054,Repeat,ACC0010,P012,2024-05-04,10,3223454,32234546
ORD000813,CRM Won,ACC0005,P014,2024-05-05,53,13898945,736644107
ORD000665,CRM Won,ACC0038,P016,2024-05-05,11,9757013,107327138
ORD000090,Repeat,ACC0016,P011,2024-05-06,7,9918211,69427478
ORD000018,Repeat,ACC0003,P016,2024-05-07,16,9836792,157388681
ORD000217,Repeat,ACC0036,P006,2024-05-08,30,1470046,44101408
ORD000753,CRM Won,ACC0041,P012,2024-05-09,9,3453574,31082165
ORD000587,CRM Won,ACC0018,P015,2024-05-09,18,17653225,317758043
ORD000068,Repeat,ACC0013,P002,2024-05-10,27,4954397,133768732
ORD000726,CRM Won,ACC0040,P015,2024-05-11,33,18859525,622364322
ORD000498,CRM Won,ACC0041,P011,2024-05-12,18,10285504,185139064
ORD000155,Repeat,ACC0026,P001,2024-05-13,28,4103783,114905950
ORD000745,CRM Won,ACC0037,P007,2024-05-13,20,1931621,38632417
ORD000635,CRM Won,ACC0056,P011,2024-05-15,46,8992573,413658356
ORD000572,CRM Won,ACC0046,P001,2024-05-15,20,4372107,87442132
ORD000365,Repeat,ACC0058,P006,2024-05-16,35,1386071,48512507
ORD000390,Repeat,ACC0061,P002,2024-05-16,11,4984068,54824757
ORD000694,CRM Won,ACC0052,P012,2024-05-16,63,3163143,199277989
ORD000485,CRM Won,ACC0070,P002,2024-05-16,47,5393248,253482638
ORD000115,Repeat,ACC0020,P007,2024-05-17,20,2006150,40123017
ORD000710,CRM Won,ACC0068,P002,2024-05-17,36,4639050,167005815
ORD000514,CRM Won,ACC0056,P006,2024-05-17,9,1433523,12901709
ORD000158,Repeat,ACC0027,P011,2024-05-17,32,9580659,306581118
ORD000278,Repeat,ACC0042,P002,2024-05-18,14,5131809,71845333
ORD000001,Repeat,ACC0001,P005,2024-05-18,54,8693704,469460059
ORD000270,Repeat,ACC0041,P007,2024-05-19,22,1916893,42171658
ORD000681,CRM Won,ACC0035,P010,2024-05-23,12,2945405,35344855
ORD000474,CRM Won,ACC0004,P012,2024-05-24,23,3060444,70390223
ORD000544,CRM Won,ACC0002,P011,2024-05-25,30,9634005,289020162
ORD000462,CRM Won,ACC0040,P011,2024-05-25,12,8711009,104532103
ORD000337,Repeat,ACC0051,P002,2024-05-26,121,4972654,601691219
ORD000309,Repeat,ACC0047,P012,2024-05-27,6,3101026,18606156
ORD000712,CRM Won,ACC0033,P003,2024-05-27,16,5471533,87544529
ORD000189,Repeat,ACC0032,P013,2024-05-27,16,9149737,146395807
ORD000079,Repeat,ACC0015,P010,2024-05-28,23,2907116,66863686
ORD000318,Repeat,ACC0048,P009,2024-05-28,64,1665604,106598707
ORD000746,CRM Won,ACC0050,P003,2024-05-29,7,5492233,38445630
ORD000704,CRM Won,ACC0004,P007,2024-05-29,42,1750255,73510700
ORD000340,Repeat,ACC0052,P005,2024-05-31,62,8224823,509939059
ORD000413,Repeat,ACC0066,P004,2024-06-03,31,7296668,226196722
ORD000801,CRM Won,ACC0023,P017,2024-06-05,51,12547299,639912248
ORD000174,Repeat,ACC0029,P003,2024-06-06,20,5900119,118002388
ORD000618,CRM Won,ACC0039,P007,2024-06-08,16,1962666,31402655
ORD000725,CRM Won,ACC0018,P003,2024-06-09,12,6189506,74274075
ORD000010,Repeat,ACC0002,P009,2024-06-09,16,1594150,25506413
ORD000319,Repeat,ACC0048,P014,2024-06-11,60,12797393,767843582
ORD000426,Repeat,ACC0067,P006,2024-06-11,11,1377951,15157464
ORD000436,Repeat,ACC0069,P016,2024-06-13,85,10338947,878810515
ORD000011,Repeat,ACC0002,P009,2024-06-13,23,1692268,38922175
ORD000002,Repeat,ACC0001,P005,2024-06-13,9,8376413,75387719
ORD000785,CRM Won,ACC0032,P010,2024-06-14,27,2735660,73862823
ORD000103,Repeat,ACC0018,P003,2024-06-15,18,6026736,108481264
ORD000756,CRM Won,ACC0019,P001,2024-06-15,29,3965820,115008786
ORD000619,CRM Won,ACC0017,P002,2024-06-16,116,5222242,605780119
ORD000149,Repeat,ACC0025,P012,2024-06-16,101,3266356,329902045
ORD000116,Repeat,ACC0020,P016,2024-06-17,9,10169092,91521832
ORD000414,Repeat,ACC0066,P012,2024-06-19,10,3149081,31490819
ORD000689,CRM Won,ACC0014,P008,2024-06-20,24,2295649,55095580
ORD000604,CRM Won,ACC0011,P011,2024-06-21,3,9758708,29276125
ORD000825,CRM Won,ACC0067,P014,2024-06-22,112,12879838,1442541886
ORD000406,Repeat,ACC0065,P015,2024-06-22,26,17762566,461826733
ORD000415,Repeat,ACC0066,P012,2024-06-23,10,3270370,32703706
ORD000768,CRM Won,ACC0030,P010,2024-06-23,30,3036097,91082915
ORD000091,Repeat,ACC0016,P012,2024-06-23,15,3062312,45934691
ORD000442,Repeat,ACC0070,P016,2024-06-23,21,10381232,218005883
ORD000484,CRM Won,ACC0049,P001,2024-06-23,8,4130551,33044411
ORD000218,Repeat,ACC0036,P010,2024-06-24,34,2964794,100803001
ORD000055,Repeat,ACC0010,P014,2024-06-24,15,12833515,192502725
ORD000027,Repeat,ACC0005,P008,2024-06-24,11,2278409,25062505
ORD000050,Repeat,ACC0009,P003,2024-06-25,25,5747801,143695042
ORD000080,Repeat,ACC0015,P015,2024-06-25,10,17683416,176834164
ORD000624,CRM Won,ACC0040,P001,2024-06-26,31,4446230,137833118
ORD000736,CRM Won,ACC0035,P011,2024-06-26,66,10123485,668150027
ORD000395,Repeat,ACC0062,P002,2024-06-26,9,5181195,46630757
ORD000632,CRM Won,ACC0023,P006,2024-06-28,21,1398846,29375769
ORD000789,CRM Won,ACC0053,P001,2024-06-28,11,4148153,45629681
ORD000673,CRM Won,ACC0043,P013,2024-06-30,13,8779747,114136709
ORD000595,CRM Won,ACC0044,P016,2024-06-30,8,10253837,82030697
ORD000682,CRM Won,ACC0033,P017,2024-06-30,16,12636830,202189282
ORD000035,Repeat,ACC0006,P004,2024-07-02,13,7442859,96757167
ORD000396,Repeat,ACC0062,P012,2024-07-03,40,3205750,128230016
ORD000554,CRM Won,ACC0062,P015,2024-07-04,6,16628094,99768564
ORD000081,Repeat,ACC0015,P015,2024-07-05,12,18947660,227371924
ORD000492,CRM Won,ACC0036,P002,2024-07-06,192,4931711,946888488
ORD000327,Repeat,ACC0049,P005,2024-07-08,8,8699326,69594614
ORD000341,Repeat,ACC0052,P008,2024-07-08,49,2383779,116805191
ORD000518,CRM Won,ACC0021,P010,2024-07-09,16,3320896,53134329
ORD000003,Repeat,ACC0001,P005,2024-07-11,94,8552126,803899899
ORD000469,CRM Won,ACC0037,P015,2024-07-11,8,18029915,144239319
ORD000728,CRM Won,ACC0018,P014,2024-07-11,112,12205824,1367052335
ORD000778,CRM Won,ACC0003,P006,2024-07-14,42,1509429,63396038
ORD000576,CRM Won,ACC0052,P011,2024-07-14,36,9648207,347335460
ORD000506,CRM Won,ACC0009,P008,2024-07-16,25,2150756,53768894
ORD000150,Repeat,ACC0025,P003,2024-07-16,201,5939245,1193788432
ORD000012,Repeat,ACC0002,P009,2024-07-17,27,1627400,43939816
ORD000096,Repeat,ACC0017,P012,2024-07-18,21,3145901,66063922
ORD000004,Repeat,ACC0001,P009,2024-07-22,39,1622222,63266660
ORD000653,CRM Won,ACC0038,P008,2024-07-24,8,2345273,18762182
ORD000175,Repeat,ACC0029,P010,2024-07-24,45,2937191,132173622
ORD000611,CRM Won,ACC0070,P012,2024-07-25,4,2994198,11976792
ORD000092,Repeat,ACC0016,P012,2024-07-27,13,3234758,42051856
ORD000561,CRM Won,ACC0025,P003,2024-07-27,38,5820829,221191505
ORD000251,Repeat,ACC0039,P007,2024-07-28,10,1986511,19865117
ORD000070,Repeat,ACC0014,P010,2024-07-28,6,3003710,18022262
ORD000716,CRM Won,ACC0020,P002,2024-07-28,7,4929069,34503486
ORD000427,Repeat,ACC0067,P006,2024-07-29,55,1492430,82083670
ORD000738,CRM Won,ACC0016,P015,2024-07-30,39,18850975,735188012
ORD000703,CRM Won,ACC0016,P015,2024-07-31,22,18121022,398662483
ORD000702,CRM Won,ACC0020,P017,2024-07-31,7,11745691,82219839
ORD000416,Repeat,ACC0066,P012,2024-07-31,11,3188295,35071251
ORD000553,CRM Won,ACC0030,P007,2024-08-01,39,2012727,78496341
ORD000550,CRM Won,ACC0033,P015,2024-08-01,59,18240243,1076174358
ORD000537,CRM Won,ACC0050,P017,2024-08-02,55,11344999,623974921
ORD000569,CRM Won,ACC0051,P005,2024-08-02,9,8365777,75291994
ORD000136,Repeat,ACC0023,P014,2024-08-04,51,12204872,622448486
ORD000526,CRM Won,ACC0010,P007,2024-08-05,12,1981249,23774993
ORD000528,CRM Won,ACC0007,P014,2024-08-06,39,12552595,489551214
ORD000810,CRM Won,ACC0028,P014,2024-08-08,50,11025830,551291522
ORD000794,CRM Won,ACC0001,P009,2024-08-09,37,1443112,53395157
ORD000455,CRM Won,ACC0001,P008,2024-08-10,15,2432923,36493850
ORD000219,Repeat,ACC0036,P006,2024-08-10,20,1439129,28782587
ORD000159,Repeat,ACC0027,P012,2024-08-10,47,3147685,147941217
ORD000740,CRM Won,ACC0016,P013,2024-08-11,40,8883950,355358011
ORD000558,CRM Won,ACC0056,P004,2024-08-13,38,8282185,314723031
ORD000366,Repeat,ACC0058,P014,2024-08-17,32,12527592,400882961
ORD000551,CRM Won,ACC0022,P011,2024-08-17,23,11060280,254386450
ORD000019,Repeat,ACC0003,P014,2024-08-18,19,12718004,241642083
ORD000684,CRM Won,ACC0065,P003,2024-08-18,20,6223948,124478970
ORD000493,CRM Won,ACC0018,P001,2024-08-19,10,3993332,39933324
ORD000741,CRM Won,ACC0030,P004,2024-08-21,49,7497812,367392769
ORD000815,CRM Won,ACC0051,P015,2024-08-22,9,18781214,169030928
ORD000577,CRM Won,ACC0051,P004,2024-08-22,6,6900590,41403543
ORD000291,Repeat,ACC0044,P011,2024-08-22,14,9434337,132080722
ORD000374,Repeat,ACC0059,P009,2024-08-23,34,1616088,54947020
ORD000466,CRM Won,ACC0032,P005,2024-08-23,7,8266089,57862625
ORD000727,CRM Won,ACC0039,P003,2024-08-23,11,6202082,68222897
ORD000160,Repeat,ACC0027,P012,2024-08-24,103,3123596,321730397
ORD000417,Repeat,ACC0066,P006,2024-08-27,22,1454133,31990931
ORD000523,CRM Won,ACC0044,P009,2024-08-28,25,1509006,37725142
ORD000744,CRM Won,ACC0003,P015,2024-08-29,46,17594802,809360889
ORD000481,CRM Won,ACC0008,P016,2024-08-29,17,10287562,174888549
ORD000344,Repeat,ACC0053,P008,2024-08-30,26,2249138,58477607
ORD000732,CRM Won,ACC0053,P008,2024-08-30,21,2392753,50247816
ORD000239,Repeat,ACC0038,P004,2024-08-31,25,7194006,179850174
ORD000231,Repeat,ACC0037,P007,2024-08-31,43,2008064,86346763
ORD000356,Repeat,ACC0056,P011,2024-08-31,24,9314312,223543508
ORD000210,Repeat,ACC0035,P003,2024-09-01,11,5756272,63318997
ORD000521,CRM Won,ACC0015,P010,2024-09-02,23,3137317,72158280
ORD000755,CRM Won,ACC0056,P003,2024-09-03,20,5803094,116061876
ORD000517,CRM Won,ACC0070,P013,2024-09-03,78,9443757,736613053
ORD000402,Repeat,ACC0064,P014,2024-09-03,109,12448067,1356839357
ORD000735,CRM Won,ACC0019,P010,2024-09-05,48,2911697,139761439
ORD000044,Repeat,ACC0008,P016,2024-09-07,29,10088066,292553938
ORD000629,CRM Won,ACC0065,P003,2024-09-08,22,6100258,134205665
ORD000525,CRM Won,ACC0039,P003,2024-09-08,26,6522827,169593503
ORD000437,Repeat,ACC0069,P006,2024-09-09,48,1446325,69423620
ORD000463,CRM Won,ACC0019,P012,2024-09-09,7,3222588,22558119
ORD000137,Repeat,ACC0023,P007,2024-09-10,18,1880926,33856685
ORD000428,Repeat,ACC0067,P014,2024-09-10,44,12621571,555349160
ORD000606,CRM Won,ACC0019,P007,2024-09-11,16,1754487,28071789
ORD000161,Repeat,ACC0027,P002,2024-09-11,52,5029865,261552985
ORD000353,Repeat,ACC0055,P009,2024-09-11,42,1663224,69855437
ORD000461,CRM Won,ACC0070,P015,2024-09-12,61,17805212,1086117913
ORD000781,CRM Won,ACC0059,P002,2024-09-12,54,5685820,307034292
ORD000621,CRM Won,ACC0042,P015,2024-09-13,20,19869359,397387173
ORD000661,CRM Won,ACC0038,P009,2024-09-16,30,1713515,51405439
ORD000283,Repeat,ACC0043,P002,2024-09-16,30,4973988,149219655
ORD000261,Repeat,ACC0040,P004,2024-09-17,32,7467841,238970940
ORD000418,Repeat,ACC0066,P004,2024-09-17,21,7123083,149584752
ORD000156,Repeat,ACC0026,P009,2024-09-18,10,1662862,16628624
ORD000122,Repeat,ACC0021,P014,2024-09-19,23,12242358,281574242
ORD000375,Repeat,ACC0059,P006,2024-09-19,21,1441924,30280405
ORD000777,CRM Won,ACC0029,P007,2024-09-20,5,1951031,9755154
ORD000328,Repeat,ACC0049,P014,2024-09-21,8,12744570,101956564
ORD000336,Repeat,ACC0050,P005,2024-09-21,13,8191986,106495825
ORD000320,Repeat,ACC0048,P014,2024-09-21,12,11935429,143225159
ORD000197,Repeat,ACC0033,P007,2024-09-22,38,1967147,74751590
ORD000071,Repeat,ACC0014,P010,2024-09-23,11,2890441,31794861
ORD000516,CRM Won,ACC0057,P015,2024-09-24,12,17705301,212463617
ORD000761,CRM Won,ACC0017,P016,2024-09-25,5,11613389,58066947
ORD000357,Repeat,ACC0056,P017,2024-09-27,6,11589522,69537137
ORD000593,CRM Won,ACC0070,P011,2024-09-30,6,10136593,60819558
ORD000663,CRM Won,ACC0013,P014,2024-10-01,8,12261370,98090957
ORD000568,CRM Won,ACC0056,P001,2024-10-01,34,4025651,136872120
ORD000345,Repeat,ACC0053,P008,2024-10-01,52,2241671,116566911
ORD000784,CRM Won,ACC0049,P008,2024-10-02,21,2156051,45277064
ORD000419,Repeat,ACC0066,P004,2024-10-02,18,7496076,134929375
ORD000717,CRM Won,ACC0032,P010,2024-10-02,63,3308573,208440079
ORD000041,Repeat,ACC0007,P013,2024-10-03,62,9257030,573935883
ORD000679,CRM Won,ACC0062,P002,2024-10-03,20,5031500,100630003
ORD000549,CRM Won,ACC0020,P011,2024-10-04,13,9454343,122906464
ORD000005,Repeat,ACC0001,P001,2024-10-04,14,4017844,56249827
ORD000358,Repeat,ACC0056,P017,2024-10-05,8,10994099,87952792
ORD000292,Repeat,ACC0044,P005,2024-10-05,49,8741225,428320060
ORD000473,CRM Won,ACC0004,P017,2024-10-07,25,11542960,288573995
ORD000028,Repeat,ACC0005,P008,2024-10-08,17,2243339,38136778
ORD000391,Repeat,ACC0061,P003,2024-10-09,15,5777043,86655645
ORD000811,CRM Won,ACC0029,P006,2024-10-10,93,1463178,136075597
ORD000770,CRM Won,ACC0022,P009,2024-10-11,29,1616012,46864340
ORD000433,Repeat,ACC0068,P008,2024-10-12,263,2305277,606288044
ORD000783,CRM Won,ACC0041,P003,2024-10-13,6,6142584,36855505
ORD000061,Repeat,ACC0011,P016,2024-10-13,367,9868163,3621616128
ORD000110,Repeat,ACC0019,P006,2024-10-13,25,1469583,36739583
ORD000240,Repeat,ACC0038,P003,2024-10-15,77,6048924,465767160
ORD000006,Repeat,ACC0001,P009,2024-10-19,21,1609803,33805870
ORD000478,CRM Won,ACC0066,P016,2024-10-20,61,9767247,595802066
ORD000262,Repeat,ACC0040,P004,2024-10-20,14,7088845,99243833
ORD000321,Repeat,ACC0048,P003,2024-10-21,16,5979255,95668088
ORD000599,CRM Won,ACC0065,P016,2024-10-22,117,11437875,1338231334
ORD000232,Repeat,ACC0037,P009,2024-10-23,41,1635836,67069288
ORD000359,Repeat,ACC0056,P017,2024-10-24,12,11298396,135580758
ORD000670,CRM Won,ACC0050,P009,2024-10-25,22,1736442,38201735
ORD000776,CRM Won,ACC0048,P009,2024-10-29,38,1701352,64651382
ORD000749,CRM Won,ACC0067,P013,2024-10-29,21,8548511,179518738
ORD000662,CRM Won,ACC0023,P015,2024-10-29,71,18740265,1330558819
ORD000062,Repeat,ACC0011,P011,2024-10-30,124,9361927,1160879025
ORD000042,Repeat,ACC0007,P006,2024-10-30,41,1447832,59361131
ORD000751,CRM Won,ACC0016,P001,2024-11-01,78,4301713,335533605
ORD000063,Repeat,ACC0011,P016,2024-11-03,11,10107815,111185971
ORD000007,Repeat,ACC0001,P009,2024-11-04,28,1678786,47006032
ORD000590,CRM Won,ACC0042,P017,2024-11-04,14,10630989,148833852
ORD000596,CRM Won,ACC0052,P009,2024-11-05,200,1643297,328659442
ORD000675,CRM Won,ACC0014,P011,2024-11-07,23,9242813,212584695
ORD000329,Repeat,ACC0049,P015,2024-11-09,7,17776906,124438343
ORD000520,CRM Won,ACC0038,P003,2024-11-12,77,5997061,461773729
ORD000025,Repeat,ACC0004,P003,2024-11-13,14,5756956,80597390
ORD000020,Repeat,ACC0003,P016,2024-11-13,32,10177424,325677599
ORD000539,CRM Won,ACC0005,P016,2024-11-14,45,9851720,443327411
ORD000509,CRM Won,ACC0020,P017,2024-11-14,16,11945210,191123362
ORD000790,CRM Won,ACC0036,P011,2024-11-15,29,9943228,288353616
ORD000330,Repeat,ACC0049,P014,2024-11-16,10,12828437,128284374
ORD000563,CRM Won,ACC0024,P006,2024-11-20,10,1383223,13832227
ORD000767,CRM Won,ACC0003,P013,2024-11-23,26,8483157,220562076
ORD000117,Repeat,ACC0020,P012,2024-11-23,23,3275787,75343108
ORD000338,Repeat,ACC0051,P017,2024-11-23,117,10755891,1258439363
ORD000211,Repeat,ACC0035,P007,2024-11-23,9,1994528,17950759
ORD000420,Repeat,ACC0066,P006,2024-11-24,11,1425231,15677551
ORD000452,CRM Won,ACC0003,P008,2024-11-26,25,2257930,56448259
ORD000299,Repeat,ACC0045,P008,2024-11-27,36,2330945,83914035
ORD000650,CRM Won,ACC0040,P011,2024-11-28,58,9151134,530765756
ORD000448,CRM Won,ACC0018,P006,2024-11-29,49,1521781,74567282
ORD000252,Repeat,ACC0039,P007,2024-11-30,14,1980150,27722112
ORD000284,Repeat,ACC0043,P004,2024-12-01,26,7179165,186658295
ORD000051,Repeat,ACC0009,P008,2024-12-01,31,2282751,70765300
ORD000285,Repeat,ACC0043,P004,2024-12-02,15,7212049,108180746
ORD000536,CRM Won,ACC0039,P013,2024-12-04,25,9754558,243863955
ORD000233,Repeat,ACC0037,P002,2024-12-05,11,4948595,54434553
ORD000367,Repeat,ACC0058,P006,2024-12-05,31,1457879,45194266
ORD000608,CRM Won,ACC0028,P003,2024-12-07,7,5763732,40346125
ORD000557,CRM Won,ACC0021,P003,2024-12-07,67,6289515,421397503
ORD000163,Repeat,ACC0027,P011,2024-12-08,97,9674261,938403413
ORD000162,Repeat,ACC0027,P002,2024-12-08,67,4901367,328391594
ORD000584,CRM Won,ACC0030,P012,2024-12-08,24,3459091,83018190
ORD000421,Repeat,ACC0066,P004,2024-12-10,6,7091788,42550730
ORD000322,Repeat,ACC0048,P003,2024-12-10,25,5969861,149246544
ORD000575,CRM Won,ACC0053,P006,2024-12-10,10,1306158,13061575
ORD000645,CRM Won,ACC0038,P003,2024-12-10,17,6404029,108868499
ORD000234,Repeat,ACC0037,P002,2024-12-10,33,5189684,171259579
ORD000111,Repeat,ACC0019,P006,2024-12-11,9,1482651,13343860
ORD000220,Repeat,ACC0036,P010,2024-12-11,14,2849192,39888699
ORD000043,Repeat,ACC0007,P001,2024-12-12,62,4007768,248481625
ORD000640,CRM Won,ACC0050,P011,2024-12-13,35,9997580,349915306
ORD000368,Repeat,ACC0058,P004,2024-12-17,37,7160839,264951048
ORD000827,CRM Won,ACC0030,P015,2024-12-17,24,17850373,428408943
ORD000823,CRM Won,ACC0030,P011,2024-12-17,5,9285368,46426838
ORD000164,Repeat,ACC0027,P012,2024-12-18,25,3081328,77033203
ORD000476,CRM Won,ACC0062,P014,2024-12-18,17,12062075,205055270
ORD000540,CRM Won,ACC0010,P009,2024-12-18,107,1608112,172068008
ORD000556,CRM Won,ACC0049,P016,2024-12-19,56,9542303,534368957
