po_id,material_id,supplier_id,order_date,expected_delivery_date,actual_delivery_date,quantity,unit_cost_irr,status
PO00074,M03,SUP02,2025-12-18,2025-12-24,2025-12-25,718.3,42000,Delivered
PO00075,M04,SUP02,2024-01-01,2024-01-07,2024-01-07,86.58,95000,Delivered
PO00076,M04,SUP02,2024-02-01,2024-02-07,2024-02-06,86.58,95000,Delivered
PO00077,M04,SUP02,2024-03-13,2024-03-19,2024-03-19,86.58,95000,Delivered
PO00078,M04,SUP02,2024-04-18,2024-04-24,2024-04-26,86.58,95000,Delivered
PO00079,M04,SUP02,2024-05-17,2024-05-23,2024-05-25,86.58,95000,Delivered
PO00080,M04,SUP02,2024-06-16,2024-06-22,2024-06-23,86.58,95000,Delivered
PO00081,M04,SUP02,2024-07-05,2024-07-11,2024-07-10,86.58,95000,Delivered
PO00082,M04,SUP02,2024-08-02,2024-08-08,2024-08-11,86.58,95000,Delivered
PO00083,M04,SUP02,2024-08-29,2024-09-04,2024-09-04,86.58,95000,Delivered
PO00084,M04,SUP02,2024-09-19,2024-09-25,2024-09-26,86.58,95000,Delivered
PO00085,M04,SUP02,2024-10-29,2024-11-04,2024-11-06,86.58,95000,Delivered
PO00086,M04,SUP02,2024-11-28,2024-12-04,2024-12-03,86.58,95000,Delivered
PO00087,M04,SUP02,2024-12-23,2024-12-29,2024-12-29,86.58,95000,Delivered
PO00088,M04,SUP02,2025-01-12,2025-01-18,2025-01-19,86.58,95000,Delivered
PO00089,M04,SUP02,2025-02-03,2025-02-09,2025-02-08,86.58,95000,Delivered
PO00090,M04,SUP02,2025-03-12,2025-03-18,2025-03-20,86.58,95000,Delivered
PO00091,M04,SUP02,2025-04-03,2025-04-09,2025-04-08,86.58,95000,Delivered
PO00092,M04,SUP02,2025-04-27,2025-05-03,2025-05-06,86.58,95000,Delivered
PO00093,M04,SUP02,2025-05-28,2025-06-03,2025-06-04,86.58,95000,Delivered
PO00094,M04,SUP02,2025-06-20,2025-06-26,2025-06-26,86.58,95000,Delivered
PO00095,M04,SUP02,2025-07-12,2025-07-18,2025-07-17,86.58,95000,Delivered
PO00096,M04,SUP02,2025-08-04,2025-08-10,2025-08-12,86.58,95000,Delivered
PO00097,M04,SUP02,2025-08-26,2025-09-01,2025-08-31,86.58,95000,Delivered
PO00098,M04,SUP02,2025-09-29,2025-10-05,2025-10-03,86.58,95000,Delivered
PO00099,M04,SUP02,2025-10-20,2025-10-26,2025-10-27,86.58,95000,Delivered
PO00100,M04,SUP02,2025-11-08,2025-11-14,2025-11-12,86.58,95000,Delivered
PO00101,M04,SUP02,2025-11-27,2025-12-03,2025-11-30,86.58,95000,Delivered
PO00102,M04,SUP02,2025-12-23,2025-12-29,2025-12-29,86.58,95000,Delivered
PO00103,M05,SUP03,2024-01-01,2024-01-09,2024-01-07,384.8,118000,Delivered
PO00104,M05,SUP03,2024-02-05,2024-02-13,2024-02-11,384.8,118000,Delivered
PO00105,M05,SUP03,2024-03-17,2024-03-25,2024-03-25,384.8,118000,Delivered
PO00106,M05,SUP03,2024-05-04,2024-05-12,2024-05-11,384.8,118000,Delivered
PO00107,M05,SUP03,2024-05-27,2024-06-04,2024-06-02,384.8,118000,Delivered
PO00108,M05,SUP03,2024-06-24,2024-07-02,2024-06-30,384.8,118000,Delivered
PO00109,M05,SUP03,2024-07-30,2024-08-07,2024-08-07,384.8,118000,Delivered
PO00110,M05,SUP03,2024-08-18,2024-08-26,2024-08-27,384.8,118000,Delivered
PO00111,M05,SUP03,2024-09-13,2024-09-21,2024-09-19,384.8,118000,Delivered
PO00112,M05,SUP03,2024-10-24,2024-11-01,2024-10-29,384.8,118000,Delivered
PO00113,M05,SUP03,2024-12-01,2024-12-09,2024-12-08,384.8,118000,Delivered
PO00114,M05,SUP03,2024-12-24,2025-01-01,2024-12-31,384.8,118000,Delivered
PO00115,M05,SUP03,2025-01-16,2025-01-24,2025-01-23,384.8,118000,Delivered
PO00116,M05,SUP03,2025-02-11,2025-02-19,2025-02-19,384.8,118000,Delivered
PO00117,M05,SUP03,2025-03-22,2025-03-30,2025-03-29,384.8,118000,Delivered
PO00118,M05,SUP03,2025-04-16,2025-04-24,2025-04-23,384.8,118000,Delivered
PO00119,M05,SUP03,2025-05-15,2025-05-23,2025-05-22,384.8,118000,Delivered
PO00120,M05,SUP03,2025-06-16,2025-06-24,2025-06-21,384.8,118000,Delivered
PO00121,M05,SUP03,2025-07-12,2025-07-20,2025-07-19,384.8,118000,Delivered
PO00122,M05,SUP03,2025-08-06,2025-08-14,2025-08-18,384.8,118000,Delivered
PO00123,M05,SUP03,2025-08-26,2025-09-03,2025-09-04,384.8,118000,Delivered
PO00124,M05,SUP03,2025-10-01,2025-10-09,2025-10-09,384.8,118000,Delivered
PO00125,M05,SUP03,2025-10-29,2025-11-06,2025-11-04,384.8,118000,Delivered
PO00126,M05,SUP03,2025-11-21,2025-11-29,2025-11-30,384.8,118000,Delivered
PO00127,M05,SUP03,2025-12-17,2025-12-25,2025-12-23,384.8,118000,Delivered
PO00128,M06,SUP03,2024-01-01,2024-01-09,2024-01-04,1154.41,8500,Delivered
PO00129,M06,SUP03,2024-02-01,2024-02-09,2024-02-08,1154.41,8500,Delivered
PO00130,M06,SUP03,2024-03-13,2024-03-21,2024-03-21,1154.41,8500,Delivered
PO00131,M06,SUP03,2024-04-18,2024-04-26,2024-04-22,1154.41,8500,Delivered
PO00132,M06,SUP03,2024-05-17,2024-05-25,2024-05-25,1154.41,8500,Delivered
PO00133,M06,SUP03,2024-06-16,2024-06-24,2024-06-23,1154.41,8500,Delivered
PO00134,M06,SUP03,2024-07-05,2024-07-13,2024-07-13,1154.41,8500,Delivered
PO00135,M06,SUP03,2024-08-02,2024-08-10,2024-08-07,1154.41,8500,Delivered
PO00136,M06,SUP03,2024-08-29,2024-09-06,2024-09-05,1154.41,8500,Delivered
PO00137,M06,SUP03,2024-09-19,2024-09-27,2024-09-25,1154.41,8500,Delivered
PO00138,M06,SUP03,2024-10-29,2024-11-06,2024-11-05,1154.41,8500,Delivered
PO00139,M06,SUP03,2024-11-28,2024-12-06,2024-12-06,1154.41,8500,Delivered
PO00140,M06,SUP03,2024-12-23,2024-12-31,2024-12-31,1154.41,8500,Delivered
PO00141,M06,SUP03,2025-01-12,2025-01-20,2025-01-21,1154.41,8500,Delivered
PO00142,M06,SUP03,2025-02-03,2025-02-11,2025-02-11,1154.41,8500,Delivered
PO00143,M06,SUP03,2025-03-12,2025-03-20,2025-03-23,1154.41,8500,Delivered
PO00144,M06,SUP03,2025-04-03,2025-04-11,2025-04-11,1154.41,8500,Delivered
PO00145,M06,SUP03,2025-04-27,2025-05-05,2025-05-04,1154.41,8500,Delivered
PO00146,M06,SUP03,2025-05-28,2025-06-05,2025-05-31,1154.41,8500,Delivered
PO00147,M06,SUP03,2025-06-20,2025-06-28,2025-06-26,1154.41,8500,Delivered
PO00148,M06,SUP03,2025-07-12,2025-07-20,2025-07-19,1154.41,8500,Delivered
PO00149,M06,SUP03,2025-08-04,2025-08-12,2025-08-11,1154.41,8500,Delivered
PO00150,M06,SUP03,2025-08-26,2025-09-03,2025-09-02,1154.41,8500,Delivered
PO00151,M06,SUP03,2025-09-29,2025-10-07,2025-10-07,1154.41,8500,Delivered
PO00152,M06,SUP03,2025-10-20,2025-10-28,2025-10-27,1154.41,8500,Delivered
PO00153,M06,SUP03,2025-11-08,2025-11-16,2025-11-15,1154.41,8500,Delivered
PO00154,M06,SUP03,2025-11-27,2025-12-05,2025-12-05,1154.41,8500,Delivered
PO00155,M06,SUP03,2025-12-23,2025-12-31,2025-12-29,1154.41,8500,Delivered
PO00156,M07,SUP04,2024-01-01,2024-01-13,2024-01-12,1747.32,24000,Delivered
PO00157,M07,SUP04,2024-02-05,2024-02-17,2024-02-23,1747.32,24000,Delivered
PO00158,M07,SUP04,2024-03-24,2024-04-05,2024-04-04,1747.32,24000,Delivered
PO00159,M07,SUP04,2024-05-17,2024-05-29,2024-05-28,1747.32,24000,Delivered
PO00160,M07,SUP04,2024-06-24,2024-07-06,2024-07-06,1747.32,24000,Delivered
PO00161,M07,SUP04,2024-08-06,2024-08-18,2024-08-19,1747.32,24000,Delivered
PO00162,M07,SUP04,2024-09-11,2024-09-23,2024-09-25,1747.32,24000,Delivered
PO00163,M07,SUP04,2024-10-23,2024-11-04,2024-11-04,1747.32,24000,Delivered
PO00164,M07,SUP04,2024-12-10,2024-12-22,2024-12-24,1747.32,24000,Delivered
PO00165,M07,SUP04,2025-01-08,2025-01-20,2025-01-18,1747.32,24000,Delivered
PO00166,M07,SUP04,2025-02-13,2025-02-25,2025-02-27,1747.32,24000,Delivered
PO00167,M07,SUP04,2025-04-04,2025-04-16,2025-04-15,1747.32,24000,Delivered
PO00168,M07,SUP04,2025-05-10,2025-05-22,2025-05-23,1747.32,24000,Delivered
PO00169,M07,SUP04,2025-06-20,2025-07-02,2025-07-02,1747.32,24000,Delivered
PO00170,M07,SUP04,2025-07-31,2025-08-12,2025-08-12,1747.32,24000,Delivered
PO00171,M07,SUP04,2025-09-12,2025-09-24,2025-09-22,1747.32,24000,Delivered
PO00172,M07,SUP04,2025-10-20,2025-11-01,2025-11-04,1747.32,24000,Delivered
PO00173,M07,SUP04,2025-11-22,2025-12-04,2025-12-01,1747.32,24000,Delivered
PO00174,M07,SUP04,2025-12-21,2026-01-02,2025-12-31,1747.32,24000,Delivered
PO00175,M08,SUP04,2024-01-01,2024-01-13,2024-01-15,865.81,690000,Delivered
PO00176,M08,SUP04,2024-02-08,2024-02-20,2024-02-21,865.81,690000,Delivered
PO00177,M08,SUP04,2024-03-30,2024-04-11,2024-04-11,865.81,690000,Delivered
PO00178,M08,SUP04,2024-05-24,2024-06-05,2024-06-08,865.81,690000,Delivered
PO00179,M08,SUP04,2024-06-28,2024-07-10,2024-07-09,865.81,690000,Delivered
PO00180,M08,SUP04,2024-08-06,2024-08-18,2024-08-15,865.81,690000,Delivered
PO00181,M08,SUP04,2024-09-12,2024-09-24,2024-09-26,865.81,690000,Delivered
PO00182,M08,SUP04,2024-10-30,2024-11-11,2024-11-12,865.81,690000,Delivered
PO00183,M08,SUP04,2024-12-17,2024-12-29,2024-12-29,865.81,690000,Delivered
PO00184,M08,SUP04,2025-01-15,2025-01-27,2025-01-28,865.81,690000,Delivered
PO00185,M08,SUP04,2025-02-19,2025-03-03,2025-03-02,865.81,690000,Delivered
PO00186,M08,SUP04,2025-04-07,2025-04-19,2025-04-20,865.81,690000,Delivered
PO00187,M08,SUP04,2025-05-14,2025-05-26,2025-05-28,865.81,690000,Delivered
PO00188,M08,SUP04,2025-06-24,2025-07-06,2025-07-05,865.81,690000,Delivered
PO00189,M08,SUP04,2025-07-27,2025-08-08,2025-08-11,865.81,690000,Delivered
PO00190,M08,SUP04,2025-08-26,2025-09-07,2025-09-06,865.81,690000,Delivered
PO00191,M08,SUP04,2025-10-13,2025-10-25,2025-10-24,865.81,690000,Delivered
PO00192,M08,SUP04,2025-11-12,2025-11-24,2025-11-23,865.81,690000,Delivered
PO00193,M08,SUP04,2025-12-18,2025-12-30,2025-12-30,865.81,690000,Delivered
PO00194,M09,SUP05,2024-01-01,2024-01-16,2024-01-20,174.79,32000,Delivered
PO00195,M09,SUP05,2024-05-01,2024-05-16,2024-05-14,174.79,32000,Delivered
PO00196,M09,SUP05,2024-05-14,2024-05-29,2024-05-27,174.79,32000,Delivered
PO00197,M09,SUP05,2024-07-04,2024-07-19,2024-07-19,174.79,32000,Delivered
PO00198,M09,SUP05,2024-07-30,2024-08-14,2024-08-12,174.79,32000,Delivered
PO00199,M09,SUP05,2024-08-22,2024-09-06,2024-09-05,174.79,32000,Delivered
PO00200,M09,SUP05,2024-09-12,2024-09-27,2024-10-01,174.79,32000,Delivered
PO00201,M09,SUP05,2024-10-29,2024-11-13,2024-11-13,174.79,32000,Delivered
PO00202,M09,SUP05,2025-01-14,2025-01-29,2025-01-29,174.79,32000,Delivered
PO00203,M09,SUP05,2025-02-11,2025-02-26,2025-02-26,174.79,32000,Delivered
PO00204,M09,SUP05,2025-02-26,2025-03-13,2025-03-16,174.79,32000,Delivered
PO00205,M09,SUP05,2025-04-13,2025-04-28,2025-04-27,174.79,32000,Delivered
PO00206,M09,SUP05,2025-07-08,2025-07-23,2025-07-27,174.79,32000,Delivered
PO00207,M09,SUP05,2025-08-13,2025-08-28,2025-08-27,174.79,32000,Delivered
PO00208,M09,SUP05,2025-10-04,2025-10-19,2025-10-20,174.79,32000,Delivered
PO00209,M09,SUP05,2025-12-21,2026-01-05,2026-01-06,174.79,32000,Delivered
PO00210,M10,SUP06,2024-01-01,2024-01-07,2024-01-07,517.72,5200,Delivered
PO00211,M10,SUP06,2024-01-24,2024-01-30,2024-01-28,517.72,5200,Delivered
PO00212,M10,SUP06,2024-02-25,2024-03-02,2024-03-02,517.72,5200,Delivered
PO00213,M10,SUP06,2024-03-26,2024-04-01,2024-03-31,517.72,5200,Delivered
PO00214,M10,SUP06,2024-05-09,2024-05-15,2024-05-13,517.72,5200,Delivered
PO00215,M10,SUP06,2024-05-27,2024-06-02,2024-06-06,517.72,5200,Delivered
PO00216,M10,SUP06,2024-06-22,2024-06-28,2024-06-30,517.72,5200,Delivered
PO00217,M10,SUP06,2024-07-11,2024-07-17,2024-07-20,517.72,5200,Delivered
PO00218,M10,SUP06,2024-08-08,2024-08-14,2024-08-13,517.72,5200,Delivered
PO00219,M10,SUP06,2024-08-31,2024-09-06,2024-09-06,517.72,5200,Delivered
PO00220,M10,SUP06,2024-09-17,2024-09-23,2024-09-27,517.72,5200,Delivered
PO00221,M10,SUP06,2024-10-13,2024-10-19,2024-10-15,517.72,5200,Delivered
PO00222,M10,SUP06,2024-11-13,2024-11-19,2024-11-16,517.72,5200,Delivered
PO00223,M10,SUP06,2024-12-08,2024-12-14,2024-12-12,517.72,5200,Delivered
PO00224,M10,SUP06,2024-12-27,2025-01-02,2025-01-01,517.72,5200,Delivered
PO00225,M10,SUP06,2025-01-14,2025-01-20,2025-01-18,517.72,5200,Delivered
PO00226,M10,SUP06,2025-02-04,2025-02-10,2025-02-10,517.72,5200,Delivered
PO00227,M10,SUP06,2025-03-12,2025-03-18,2025-03-17,517.72,5200,Delivered
PO00228,M10,SUP06,2025-04-03,2025-04-09,2025-04-08,517.72,5200,Delivered
PO00229,M10,SUP06,2025-04-27,2025-05-03,2025-05-01,517.72,5200,Delivered
PO00230,M10,SUP06,2025-05-14,2025-05-20,2025-05-20,517.72,5200,Delivered
PO00231,M10,SUP06,2025-06-09,2025-06-15,2025-06-14,517.72,5200,Delivered
PO00232,M10,SUP06,2025-07-03,2025-07-09,2025-07-08,517.72,5200,Delivered
PO00233,M10,SUP06,2025-07-27,2025-08-02,2025-08-02,517.72,5200,Delivered
PO00234,M10,SUP06,2025-08-20,2025-08-26,2025-08-26,517.72,5200,Delivered
PO00235,M10,SUP06,2025-09-15,2025-09-21,2025-09-20,517.72,5200,Delivered
PO00236,M10,SUP06,2025-10-05,2025-10-11,2025-10-08,517.72,5200,Delivered
PO00237,M10,SUP06,2025-10-30,2025-11-05,2025-11-01,517.72,5200,Delivered
PO00238,M10,SUP06,2025-11-18,2025-11-24,2025-11-23,517.72,5200,Delivered
PO00239,M10,SUP06,2025-12-06,2025-12-12,2025-12-12,517.72,5200,Delivered
PO00240,M10,SUP06,2025-12-21,2025-12-27,2025-12-23,517.72,5200,Delivered
PO00241,M11,SUP06,2024-01-01,2024-01-07,2024-01-08,517.72,2100,Delivered
PO00242,M11,SUP06,2024-01-24,2024-01-30,2024-01-28,517.72,2100,Delivered
PO00243,M11,SUP06,2024-02-25,2024-03-02,2024-02-28,517.72,2100,Delivered
PO00244,M11,SUP06,2024-03-26,2024-04-01,2024-03-30,517.72,2100,Delivered
PO00245,M11,SUP06,2024-05-09,2024-05-15,2024-05-16,517.72,2100,Delivered
PO00246,M11,SUP06,2024-05-27,2024-06-02,2024-06-03,517.72,2100,Delivered
PO00247,M11,SUP06,2024-06-22,2024-06-28,2024-06-27,517.72,2100,Delivered
PO00248,M11,SUP06,2024-07-11,2024-07-17,2024-07-16,517.72,2100,Delivered
PO00249,M11,SUP06,2024-08-08,2024-08-14,2024-08-11,517.72,2100,Delivered
PO00250,M11,SUP06,2024-08-31,2024-09-06,2024-09-05,517.72,2100,Delivered
PO00251,M11,SUP06,2024-09-17,2024-09-23,2024-09-24,517.72,2100,Delivered
PO00252,M11,SUP06,2024-10-13,2024-10-19,2024-10-18,517.72,2100,Delivered
PO00253,M11,SUP06,2024-11-13,2024-11-19,2024-11-21,517.72,2100,Delivered
PO00254,M11,SUP06,2024-12-08,2024-12-14,2024-12-11,517.72,2100,Delivered
PO00255,M11,SUP06,2024-12-27,2025-01-02,2025-01-02,517.72,2100,Delivered
PO00256,M11,SUP06,2025-01-14,2025-01-20,2025-01-20,517.72,2100,Delivered
PO00257,M11,SUP06,2025-02-04,2025-02-10,2025-02-08,517.72,2100,Delivered
PO00258,M11,SUP06,2025-03-12,2025-03-18,2025-03-20,517.72,2100,Delivered
PO00259,M11,SUP06,2025-04-03,2025-04-09,2025-04-11,517.72,2100,Delivered
PO00260,M11,SUP06,2025-04-27,2025-05-03,2025-05-03,517.72,2100,Delivered
PO00261,M11,SUP06,2025-05-14,2025-05-20,2025-05-18,517.72,2100,Delivered
PO00262,M11,SUP06,2025-06-09,2025-06-15,2025-06-13,517.72,2100,Delivered
PO00263,M11,SUP06,2025-07-03,2025-07-09,2025-07-08,517.72,2100,Delivered
PO00264,M11,SUP06,2025-07-27,2025-08-02,2025-08-01,517.72,2100,Delivered
PO00265,M11,SUP06,2025-08-20,2025-08-26,2025-08-28,517.72,2100,Delivered
PO00266,M11,SUP06,2025-09-15,2025-09-21,2025-09-19,517.72,2100,Delivered
PO00267,M11,SUP06,2025-10-05,2025-10-11,2025-10-15,517.72,2100,Delivered
PO00268,M11,SUP06,2025-10-30,2025-11-05,2025-11-05,517.72,2100,Delivered
PO00269,M11,SUP06,2025-11-18,2025-11-24,2025-11-23,517.72,2100,Delivered
PO00270,M11,SUP06,2025-12-06,2025-12-12,2025-12-10,517.72,2100,Delivered
PO00271,M11,SUP06,2025-12-21,2025-12-27,2025-12-28,517.72,2100,Delivered
PO00272,M12,SUP06,2024-01-01,2024-01-07,2024-01-06,517.72,900,Delivered
PO00273,M12,SUP06,2024-01-24,2024-01-30,2024-01-27,517.72,900,Delivered
PO00274,M12,SUP06,2024-02-25,2024-03-02,2024-03-01,517.72,900,Delivered
PO00275,M12,SUP06,2024-03-26,2024-04-01,2024-04-03,517.72,900,Delivered
PO00276,M12,SUP06,2024-05-09,2024-05-15,2024-05-11,517.72,900,Delivered
PO00277,M12,SUP06,2024-05-27,2024-06-02,2024-06-04,517.72,900,Delivered
PO00278,M12,SUP06,2024-06-22,2024-06-28,2024-06-25,517.72,900,Delivered
PO00279,M12,SUP06,2024-07-11,2024-07-17,2024-07-19,517.72,900,Delivered
PO00280,M12,SUP06,2024-08-08,2024-08-14,2024-08-13,517.72,900,Delivered
PO00281,M12,SUP06,2024-08-31,2024-09-06,2024-09-09,517.72,900,Delivered
PO00282,M12,SUP06,2024-09-17,2024-09-23,2024-09-24,517.72,900,Delivered
PO00283,M12,SUP06,2024-10-13,2024-10-19,2024-10-19,517.72,900,Delivered
PO00284,M12,SUP06,2024-11-13,2024-11-19,2024-11-23,517.72,900,Delivered
PO00285,M12,SUP06,2024-12-08,2024-12-14,2024-12-13,517.72,900,Delivered
PO00286,M12,SUP06,2024-12-27,2025-01-02,2025-01-04,517.72,900,Delivered
PO00287,M12,SUP06,2025-01-14,2025-01-20,2025-01-18,517.72,900,Delivered
PO00288,M12,SUP06,2025-02-04,2025-02-10,2025-02-09,517.72,900,Delivered
PO00289,M12,SUP06,2025-03-12,2025-03-18,2025-03-17,517.72,900,Delivered
PO00290,M12,SUP06,2025-04-03,2025-04-09,2025-04-10,517.72,900,Delivered
PO00291,M12,SUP06,2025-04-27,2025-05-03,2025-05-03,517.72,900,Delivered
PO00292,M12,SUP06,2025-05-14,2025-05-20,2025-05-20,517.72,900,Delivered
PO00293,M12,SUP06,2025-06-09,2025-06-15,2025-06-14,517.72,900,Delivered
PO00294,M12,SUP06,2025-07-03,2025-07-09,2025-07-09,517.72,900,Delivered
PO00295,M12,SUP06,2025-07-27,2025-08-02,2025-08-03,517.72,900,Delivered
PO00296,M12,SUP06,2025-08-20,2025-08-26,2025-08-26,517.72,900,Delivered
PO00297,M12,SUP06,2025-09-15,2025-09-21,2025-09-19,517.72,900,Delivered
PO00298,M12,SUP06,2025-10-05,2025-10-11,2025-10-12,517.72,900,Delivered
PO00299,M12,SUP06,2025-10-30,2025-11-05,2025-11-03,517.72,900,Delivered
PO00300,M12,SUP06,2025-11-18,2025-11-24,2025-11-24,517.72,900,Delivered
