date,material_id,transaction_type,quantity
2024-03-05,M01,OnHandSnapshot,2552.8
2024-03-06,M01,Consumption,-31.36
2024-03-06,M01,OnHandSnapshot,2521.44
2024-03-07,M01,Consumption,-73.54
2024-03-07,M01,OnHandSnapshot,2447.9
2024-03-08,M01,OnHandSnapshot,2447.9
2024-03-09,M01,OnHandSnapshot,2447.9
2024-03-10,M01,OnHandSnapshot,2447.9
2024-03-11,M01,Consumption,-87.55
2024-03-11,M01,OnHandSnapshot,2360.35
2024-03-12,M01,OnHandSnapshot,2360.35
2024-03-13,M01,Consumption,-230.86
2024-03-13,M01,OnHandSnapshot,2129.49
2024-03-14,M01,OnHandSnapshot,2129.49
2024-03-15,M01,OnHandSnapshot,2129.49
2024-03-16,M01,OnHandSnapshot,2129.49
2024-03-17,M01,Consumption,-110.88
2024-03-17,M01,OnHandSnapshot,2018.61
2024-03-18,M01,Consumption,-122.98
2024-03-18,M01,OnHandSnapshot,1895.63
2024-03-19,M01,OnHandSnapshot,1895.63
2024-03-20,M01,OnHandSnapshot,1895.63
2024-03-21,M01,Consumption,-86.94
2024-03-21,M01,OnHandSnapshot,1808.69
2024-03-22,M01,Consumption,-77.28
2024-03-22,M01,OnHandSnapshot,1731.41
2024-03-23,M01,Consumption,-70.56
2024-03-23,M01,OnHandSnapshot,1660.85
2024-03-24,M01,Consumption,-225.68
2024-03-24,M01,OnHandSnapshot,1435.17
2024-03-25,M01,Consumption,-3.61
2024-03-25,M01,OnHandSnapshot,1431.57
2024-03-26,M01,Consumption,-76.38
2024-03-26,M01,OnHandSnapshot,1355.18
2024-03-27,M01,OnHandSnapshot,1355.18
2024-03-28,M01,Consumption,-50.4
2024-03-28,M01,OnHandSnapshot,1304.78
2024-03-29,M01,OnHandSnapshot,1304.78
2024-03-30,M01,Consumption,-163.06
2024-03-30,M01,OnHandSnapshot,1141.72
2024-03-31,M01,OnHandSnapshot,1141.72
2024-04-01,M01,Consumption,-15.65
2024-04-01,M01,OnHandSnapshot,1126.07
2024-04-02,M01,Receipt,2244.7
2024-04-02,M01,OnHandSnapshot,3370.76
2024-04-03,M01,Consumption,-37.8
2024-04-03,M01,OnHandSnapshot,3332.96
2024-04-04,M01,OnHandSnapshot,3332.96
2024-04-05,M01,OnHandSnapshot,3332.96
2024-04-06,M01,OnHandSnapshot,3332.96
2024-04-07,M01,Consumption,-115.92
2024-04-07,M01,OnHandSnapshot,3217.04
2024-04-08,M01,OnHandSnapshot,3217.04
2024-04-09,M01,Consumption,-181.69
2024-04-09,M01,OnHandSnapshot,3035.35
2024-04-10,M01,OnHandSnapshot,3035.35
2024-04-11,M01,OnHandSnapshot,3035.35
2024-04-12,M01,OnHandSnapshot,3035.35
2024-04-13,M01,Consumption,-21.56
2024-04-13,M01,OnHandSnapshot,3013.79
2024-04-14,M01,OnHandSnapshot,3013.79
2024-04-15,M01,OnHandSnapshot,3013.79
2024-04-16,M01,OnHandSnapshot,3013.79
2024-04-17,M01,OnHandSnapshot,3013.79
2024-04-18,M01,Consumption,-113.82
2024-04-18,M01,OnHandSnapshot,2899.97
2024-04-19,M01,Consumption,-3.48
2024-04-19,M01,OnHandSnapshot,2896.5
2024-04-20,M01,OnHandSnapshot,2896.5
2024-04-21,M01,OnHandSnapshot,2896.5
2024-04-22,M01,OnHandSnapshot,2896.5
2024-04-23,M01,Consumption,-96.6
2024-04-23,M01,OnHandSnapshot,2799.9
2024-04-24,M01,OnHandSnapshot,2799.9
2024-04-25,M01,OnHandSnapshot,2799.9
2024-04-26,M01,OnHandSnapshot,2799.9
2024-04-27,M01,Consumption,-3.21
2024-04-27,M01,OnHandSnapshot,2796.68
2024-04-28,M01,OnHandSnapshot,2796.68
2024-04-29,M01,Consumption,-3.21
2024-04-29,M01,OnHandSnapshot,2793.47
2024-04-30,M01,Consumption,-39.06
2024-04-30,M01,OnHandSnapshot,2754.41
2024-05-01,M01,Consumption,-163.31
2024-05-01,M01,OnHandSnapshot,2591.1
2024-05-02,M01,Consumption,-46.82
2024-05-02,M01,OnHandSnapshot,2544.28
2024-05-03,M01,OnHandSnapshot,2544.28
2024-05-04,M01,Consumption,-70.84
2024-05-04,M01,OnHandSnapshot,2473.44
2024-05-05,M01,Consumption,-151.2
2024-05-05,M01,OnHandSnapshot,2322.24
2024-05-06,M01,Consumption,-25.76
2024-05-06,M01,OnHandSnapshot,2296.48
2024-05-07,M01,Consumption,-60.48
2024-05-07,M01,OnHandSnapshot,2236.0
2024-05-08,M01,Consumption,-1.78
2024-05-08,M01,OnHandSnapshot,2234.22
2024-05-09,M01,Consumption,-198.8
2024-05-09,M01,OnHandSnapshot,2035.42
2024-05-10,M01,Consumption,-48.72
2024-05-10,M01,OnHandSnapshot,1986.7
2024-05-11,M01,Consumption,-147.84
2024-05-11,M01,OnHandSnapshot,1838.86
2024-05-12,M01,Consumption,-61.18
2024-05-12,M01,OnHandSnapshot,1777.68
2024-05-13,M01,Consumption,-41.01
2024-05-13,M01,OnHandSnapshot,1736.67
2024-05-14,M01,OnHandSnapshot,1736.67
2024-05-15,M01,Consumption,-114.66
2024-05-15,M01,OnHandSnapshot,1622.01
2024-05-16,M01,Consumption,-226.07
2024-05-16,M01,OnHandSnapshot,1395.94
2024-05-17,M01,Consumption,-141.74
2024-05-17,M01,OnHandSnapshot,1254.2
2024-05-18,M01,Consumption,-110.88
2024-05-18,M01,OnHandSnapshot,1143.32
2024-05-19,M01,Consumption,-3.21
2024-05-19,M01,OnHandSnapshot,1140.11
2024-05-20,M01,OnHandSnapshot,1140.11
2024-05-21,M01,OnHandSnapshot,1140.11
2024-05-22,M01,OnHandSnapshot,1140.11
2024-05-23,M01,Consumption,-7.53
2024-05-23,M01,OnHandSnapshot,1132.57
2024-05-24,M01,Consumption,-161.0
2024-05-24,M01,OnHandSnapshot,971.57
2024-05-25,M01,Consumption,-86.94
2024-05-25,M01,OnHandSnapshot,884.63
2024-05-26,M01,Receipt,2244.7
2024-05-26,M01,Consumption,-50.4
2024-05-26,M01,OnHandSnapshot,3078.93
2024-05-27,M01,Consumption,-137.48
2024-05-27,M01,OnHandSnapshot,2941.45
2024-05-28,M01,Consumption,-20.22
2024-05-28,M01,OnHandSnapshot,2921.22
2024-05-29,M01,Consumption,-18.89
2024-05-29,M01,OnHandSnapshot,2902.33
2024-05-30,M01,OnHandSnapshot,2902.33
2024-05-31,M01,Consumption,-81.2
2024-05-31,M01,OnHandSnapshot,2821.13
2024-06-01,M01,OnHandSnapshot,2821.13
2024-06-02,M01,OnHandSnapshot,2821.13
2024-06-03,M01,Consumption,-76.38
2024-06-03,M01,OnHandSnapshot,2744.75
2024-06-04,M01,OnHandSnapshot,2744.75
2024-06-05,M01,Consumption,-170.02
2024-06-05,M01,OnHandSnapshot,2574.73
2024-06-06,M01,Consumption,-43.12
2024-06-06,M01,OnHandSnapshot,2531.61
2024-06-07,M01,OnHandSnapshot,2531.61
2024-06-08,M01,Consumption,-3.0
2024-06-08,M01,OnHandSnapshot,2528.61
2024-06-09,M01,Consumption,-29.54
2024-06-09,M01,OnHandSnapshot,2499.08
2024-06-10,M01,OnHandSnapshot,2499.08
2024-06-11,M01,Consumption,-122.39
2024-06-11,M01,OnHandSnapshot,2376.69
2024-06-12,M01,OnHandSnapshot,2376.69
2024-06-13,M01,Consumption,-107.56
2024-06-13,M01,OnHandSnapshot,2269.13
2024-06-14,M01,Consumption,-16.23
2024-06-14,M01,OnHandSnapshot,2252.9
2024-06-15,M01,Consumption,-77.0
2024-06-15,M01,OnHandSnapshot,2175.9
2024-06-16,M01,Consumption,-230.72
2024-06-16,M01,OnHandSnapshot,1945.18
2024-06-17,M01,Consumption,-33.6
2024-06-17,M01,OnHandSnapshot,1911.58
2024-06-18,M01,OnHandSnapshot,1911.58
2024-06-19,M01,Consumption,-70.84
2024-06-19,M01,OnHandSnapshot,1840.74
2024-06-20,M01,Consumption,-4.28
2024-06-20,M01,OnHandSnapshot,1836.46
2024-06-21,M01,Consumption,-12.88
2024-06-21,M01,OnHandSnapshot,1823.58
2024-06-22,M01,Consumption,-277.2
2024-06-22,M01,OnHandSnapshot,1546.38
2024-06-23,M01,Consumption,-271.71
2024-06-23,M01,OnHandSnapshot,1274.67
2024-06-24,M01,Consumption,-105.34
2024-06-24,M01,OnHandSnapshot,1169.33
2024-06-25,M01,Consumption,-124.88
2024-06-25,M01,OnHandSnapshot,1044.45
2024-06-26,M01,Consumption,-141.54
2024-06-26,M01,OnHandSnapshot,902.91
2024-06-27,M01,OnHandSnapshot,902.91
2024-06-28,M01,Consumption,-16.79
2024-06-28,M01,OnHandSnapshot,886.13
2024-06-29,M01,OnHandSnapshot,886.13
2024-06-30,M01,Consumption,-213.7
2024-06-30,M01,OnHandSnapshot,672.43
2024-07-01,M01,Receipt,2244.7
2024-07-01,M01,OnHandSnapshot,2917.13
2024-07-02,M01,Consumption,-36.96
2024-07-02,M01,OnHandSnapshot,2880.17
2024-07-03,M01,Consumption,-180.32
2024-07-03,M01,OnHandSnapshot,2699.85
2024-07-04,M01,Consumption,-47.04
2024-07-04,M01,OnHandSnapshot,2652.81
2024-07-05,M01,Consumption,-87.36
2024-07-05,M01,OnHandSnapshot,2565.45
2024-07-06,M01,Consumption,-50.4
2024-07-06,M01,OnHandSnapshot,2515.05
2024-07-07,M01,OnHandSnapshot,2515.05
2024-07-08,M01,Consumption,-29.48
2024-07-08,M01,OnHandSnapshot,2485.56
2024-07-09,M01,Consumption,-10.43
2024-07-09,M01,OnHandSnapshot,2475.13
2024-07-10,M01,OnHandSnapshot,2475.13
2024-07-11,M01,Consumption,-268.24
2024-07-11,M01,OnHandSnapshot,2206.89
2024-07-12,M01,OnHandSnapshot,2206.89
2024-07-13,M01,OnHandSnapshot,2206.89
2024-07-14,M01,Consumption,-91.94
2024-07-14,M01,OnHandSnapshot,2114.95
2024-07-15,M01,OnHandSnapshot,2114.95
2024-07-16,M01,Consumption,-63.08
2024-07-16,M01,OnHandSnapshot,2051.86
2024-07-17,M01,Consumption,-5.86
2024-07-17,M01,OnHandSnapshot,2046.0
2024-07-18,M01,Consumption,-141.68
2024-07-18,M01,OnHandSnapshot,1904.32
2024-07-19,M01,OnHandSnapshot,1904.32
2024-07-20,M01,OnHandSnapshot,1904.32
2024-07-21,M01,OnHandSnapshot,1904.32
2024-07-22,M01,Consumption,-6.09
2024-07-22,M01,OnHandSnapshot,1898.24
2024-07-23,M01,OnHandSnapshot,1898.24
2024-07-24,M01,Consumption,-18.22
2024-07-24,M01,OnHandSnapshot,1880.02
2024-07-25,M01,Consumption,-32.2
2024-07-25,M01,OnHandSnapshot,1847.82
2024-07-26,M01,OnHandSnapshot,1847.82
2024-07-27,M01,Consumption,-155.4
2024-07-27,M01,OnHandSnapshot,1692.42
2024-07-28,M01,Consumption,-19.85
2024-07-28,M01,OnHandSnapshot,1672.56
2024-07-29,M01,Consumption,-1.78
2024-07-29,M01,OnHandSnapshot,1670.78
2024-07-30,M01,Consumption,-154.56
2024-07-30,M01,OnHandSnapshot,1516.22
2024-07-31,M01,Consumption,-290.98
2024-07-31,M01,OnHandSnapshot,1225.24
2024-08-01,M01,Consumption,-157.77
2024-08-01,M01,OnHandSnapshot,1067.47
2024-08-02,M01,Consumption,-198.02
2024-08-02,M01,OnHandSnapshot,869.45
2024-08-03,M01,OnHandSnapshot,869.45
2024-08-04,M01,Consumption,-115.92
2024-08-04,M01,OnHandSnapshot,753.53
2024-08-05,M01,Consumption,-2.78
2024-08-05,M01,OnHandSnapshot,750.75
2024-08-06,M01,Consumption,-120.96
2024-08-06,M01,OnHandSnapshot,629.79
2024-08-07,M01,OnHandSnapshot,629.79
2024-08-08,M01,Consumption,-120.96
2024-08-08,M01,OnHandSnapshot,508.83
2024-08-09,M01,Receipt,2244.7
2024-08-09,M01,Consumption,-6.09
2024-08-09,M01,OnHandSnapshot,2747.44
2024-08-10,M01,Consumption,-179.95
2024-08-10,M01,OnHandSnapshot,2567.49
2024-08-11,M01,Consumption,-77.28
2024-08-11,M01,OnHandSnapshot,2490.21
2024-08-12,M01,OnHandSnapshot,2490.21
2024-08-13,M01,Consumption,-73.92
2024-08-13,M01,OnHandSnapshot,2416.29
2024-08-14,M01,OnHandSnapshot,2416.29
2024-08-15,M01,OnHandSnapshot,2416.29
2024-08-16,M01,OnHandSnapshot,2416.29
2024-08-17,M01,Consumption,-188.16
2024-08-17,M01,OnHandSnapshot,2228.13
2024-08-18,M01,Consumption,-141.96
2024-08-18,M01,OnHandSnapshot,2086.17
2024-08-19,M01,Consumption,-13.86
2024-08-19,M01,OnHandSnapshot,2072.31
2024-08-20,M01,OnHandSnapshot,2072.31
2024-08-21,M01,Consumption,-73.92
2024-08-21,M01,OnHandSnapshot,1998.39
2024-08-22,M01,Consumption,-135.97
2024-08-22,M01,OnHandSnapshot,1862.42
2024-08-23,M01,Consumption,-52.23
2024-08-23,M01,OnHandSnapshot,1810.19
2024-08-24,M01,Consumption,-173.88
2024-08-24,M01,OnHandSnapshot,1636.31
2024-08-25,M01,OnHandSnapshot,1636.31
2024-08-26,M01,OnHandSnapshot,1636.31
2024-08-27,M01,Consumption,-1.78
2024-08-27,M01,OnHandSnapshot,1634.53
2024-08-28,M01,Consumption,-5.64
2024-08-28,M01,OnHandSnapshot,1628.89
2024-08-29,M01,Consumption,-215.04
2024-08-29,M01,OnHandSnapshot,1413.85
2024-08-30,M01,Consumption,-4.28
2024-08-30,M01,OnHandSnapshot,1409.57
2024-08-31,M01,Consumption,-153.46
2024-08-31,M01,OnHandSnapshot,1256.11
2024-09-01,M01,Consumption,-23.52
2024-09-01,M01,OnHandSnapshot,1232.59
2024-09-02,M01,Consumption,-13.91
2024-09-02,M01,OnHandSnapshot,1218.68
2024-09-03,M01,Consumption,-244.72
2024-09-03,M01,OnHandSnapshot,973.96
2024-09-04,M01,OnHandSnapshot,973.96
2024-09-05,M01,Consumption,-15.65
2024-09-05,M01,OnHandSnapshot,958.31
2024-09-06,M01,Receipt,2244.7
2024-09-06,M01,OnHandSnapshot,3203.0
2024-09-07,M01,Consumption,-77.28
2024-09-07,M01,OnHandSnapshot,3125.72
2024-09-08,M01,Consumption,-58.8
2024-09-08,M01,OnHandSnapshot,3066.92
2024-09-09,M01,Consumption,-53.3
2024-09-09,M01,OnHandSnapshot,3013.62
2024-09-10,M01,Consumption,-124.17
2024-09-10,M01,OnHandSnapshot,2889.44
2024-09-11,M01,Consumption,-59.47
2024-09-11,M01,OnHandSnapshot,2829.97
2024-09-12,M01,Consumption,-204.96
2024-09-12,M01,OnHandSnapshot,2625.01
2024-09-13,M01,Consumption,-141.12
2024-09-13,M01,OnHandSnapshot,2483.89
2024-09-14,M01,OnHandSnapshot,2483.89
2024-09-15,M01,OnHandSnapshot,2483.89
2024-09-16,M01,Consumption,-58.39
2024-09-16,M01,OnHandSnapshot,2425.5
2024-09-17,M01,Consumption,-73.92
2024-09-17,M01,OnHandSnapshot,2351.58
2024-09-18,M01,Consumption,-2.48
2024-09-18,M01,OnHandSnapshot,2349.1
2024-09-19,M01,Consumption,-122.74
2024-09-19,M01,OnHandSnapshot,2226.36
2024-09-20,M01,Consumption,-1.29
2024-09-20,M01,OnHandSnapshot,2225.07
2024-09-21,M01,Consumption,-152.88
2024-09-21,M01,OnHandSnapshot,2072.19
2024-09-22,M01,Consumption,-3.21
2024-09-22,M01,OnHandSnapshot,2068.98
2024-09-23,M01,Consumption,-6.96
2024-09-23,M01,OnHandSnapshot,2062.02
2024-09-24,M01,Consumption,-87.36
2024-09-24,M01,OnHandSnapshot,1974.66
2024-09-25,M01,Consumption,-20.16
2024-09-25,M01,OnHandSnapshot,1954.5
2024-09-26,M01,OnHandSnapshot,1954.5
2024-09-27,M01,Consumption,-51.74
2024-09-27,M01,OnHandSnapshot,1902.76
2024-09-28,M01,OnHandSnapshot,1902.76
2024-09-29,M01,OnHandSnapshot,1902.76
2024-09-30,M01,Consumption,-22.54
2024-09-30,M01,OnHandSnapshot,1880.22
2024-10-01,M01,Consumption,-87.44
2024-10-01,M01,OnHandSnapshot,1792.77
2024-10-02,M01,Consumption,-66.17
2024-10-02,M01,OnHandSnapshot,1726.6
2024-10-03,M01,Consumption,-115.92
2024-10-03,M01,OnHandSnapshot,1610.68
2024-10-04,M01,Consumption,-68.46
2024-10-04,M01,OnHandSnapshot,1542.22
2024-10-05,M01,Consumption,-153.33
2024-10-05,M01,OnHandSnapshot,1388.9
2024-10-06,M01,OnHandSnapshot,1388.9
2024-10-07,M01,Consumption,-177.41
2024-10-07,M01,OnHandSnapshot,1211.49
2024-10-08,M01,Consumption,-4.28
2024-10-08,M01,OnHandSnapshot,1207.2
2024-10-09,M01,Consumption,-33.32
2024-10-09,M01,OnHandSnapshot,1173.88
2024-10-10,M01,Consumption,-1.78
2024-10-10,M01,OnHandSnapshot,1172.1
2024-10-11,M01,Consumption,-6.09
2024-10-11,M01,OnHandSnapshot,1166.01
2024-10-12,M01,Consumption,-4.28
2024-10-12,M01,OnHandSnapshot,1161.73
2024-10-13,M01,Receipt,2244.7
2024-10-13,M01,Consumption,-96.14
2024-10-13,M01,OnHandSnapshot,3310.28
2024-10-14,M01,OnHandSnapshot,3310.28
2024-10-15,M01,Consumption,-56.84
2024-10-15,M01,OnHandSnapshot,3253.44
2024-10-16,M01,OnHandSnapshot,3253.44
2024-10-17,M01,OnHandSnapshot,3253.44
2024-10-18,M01,OnHandSnapshot,3253.44
2024-10-19,M01,Consumption,-4.96
2024-10-19,M01,OnHandSnapshot,3248.48
2024-10-20,M01,Consumption,-116.7
2024-10-20,M01,OnHandSnapshot,3131.78
2024-10-21,M01,Consumption,-35.28
2024-10-21,M01,OnHandSnapshot,3096.5
2024-10-22,M01,Consumption,-77.28
2024-10-22,M01,OnHandSnapshot,3019.22
2024-10-23,M01,Consumption,-6.09
2024-10-23,M01,OnHandSnapshot,3013.13
2024-10-24,M01,Consumption,-96.1
2024-10-24,M01,OnHandSnapshot,2917.04
2024-10-25,M01,Consumption,-5.41
2024-10-25,M01,OnHandSnapshot,2911.63
2024-10-26,M01,OnHandSnapshot,2911.63
2024-10-27,M01,OnHandSnapshot,2911.63
2024-10-28,M01,OnHandSnapshot,2911.63
2024-10-29,M01,Consumption,-244.65
2024-10-29,M01,OnHandSnapshot,2666.98
2024-10-30,M01,Consumption,-88.72
2024-10-30,M01,OnHandSnapshot,2578.26
2024-10-31,M01,OnHandSnapshot,2578.26
2024-11-01,M01,Consumption,-37.8
2024-11-01,M01,OnHandSnapshot,2540.46
2024-11-02,M01,OnHandSnapshot,2540.46
2024-11-03,M01,Consumption,-40.32
2024-11-03,M01,OnHandSnapshot,2500.14
2024-11-04,M01,Consumption,-124.36
2024-11-04,M01,OnHandSnapshot,2375.78
2024-11-05,M01,Consumption,-6.09
2024-11-05,M01,OnHandSnapshot,2369.69
2024-11-06,M01,OnHandSnapshot,2369.69
2024-11-07,M01,Consumption,-74.06
2024-11-07,M01,OnHandSnapshot,2295.63
2024-11-08,M01,OnHandSnapshot,2295.63
2024-11-09,M01,Consumption,-53.76
2024-11-09,M01,OnHandSnapshot,2241.87
2024-11-10,M01,OnHandSnapshot,2241.87
2024-11-11,M01,OnHandSnapshot,2241.87
2024-11-12,M01,Consumption,-60.76
2024-11-12,M01,OnHandSnapshot,2181.11
2024-11-13,M01,Consumption,-108.64
2024-11-13,M01,OnHandSnapshot,2072.47
2024-11-14,M01,Consumption,-206.3
2024-11-14,M01,OnHandSnapshot,1866.17
2024-11-15,M01,Consumption,-86.94
2024-11-15,M01,OnHandSnapshot,1779.23
2024-11-16,M01,Consumption,-55.44
2024-11-16,M01,OnHandSnapshot,1723.79
2024-11-17,M01,OnHandSnapshot,1723.79
2024-11-18,M01,OnHandSnapshot,1723.79
2024-11-19,M01,OnHandSnapshot,1723.79
2024-11-20,M01,Consumption,-1.31
2024-11-20,M01,OnHandSnapshot,1722.48
2024-11-21,M01,OnHandSnapshot,1722.48
2024-11-22,M01,OnHandSnapshot,1722.48
2024-11-23,M01,Consumption,-407.36
2024-11-23,M01,OnHandSnapshot,1315.12
2024-11-24,M01,Consumption,-1.43
2024-11-24,M01,OnHandSnapshot,1313.69
2024-11-25,M01,OnHandSnapshot,1313.69
2024-11-26,M01,Consumption,-4.28
2024-11-26,M01,OnHandSnapshot,1309.41
2024-11-27,M01,Consumption,-4.0
2024-11-27,M01,OnHandSnapshot,1305.41
2024-11-28,M01,Consumption,-83.72
2024-11-28,M01,OnHandSnapshot,1221.69
2024-11-29,M01,Consumption,-1.78
2024-11-29,M01,OnHandSnapshot,1219.91
2024-11-30,M01,Consumption,-3.21
2024-11-30,M01,OnHandSnapshot,1216.69
2024-12-01,M01,Consumption,-72.99
2024-12-01,M01,OnHandSnapshot,1143.7
2024-12-02,M01,Consumption,-39.42
2024-12-02,M01,OnHandSnapshot,1104.28
2024-12-03,M01,OnHandSnapshot,1104.28
2024-12-04,M01,Consumption,-77.28
2024-12-04,M01,OnHandSnapshot,1027.0
2024-12-05,M01,Consumption,-21.94
2024-12-05,M01,OnHandSnapshot,1005.05
2024-12-06,M01,OnHandSnapshot,1005.05
2024-12-07,M01,Receipt,2244.7
2024-12-07,M01,Consumption,-58.8
2024-12-07,M01,OnHandSnapshot,3190.95
2024-12-08,M01,Consumption,-298.34
2024-12-08,M01,OnHandSnapshot,2892.61
2024-12-09,M01,OnHandSnapshot,2892.61
2024-12-10,M01,Consumption,-127.76
2024-12-10,M01,OnHandSnapshot,2764.85
2024-12-11,M01,Consumption,-10.46
2024-12-11,M01,OnHandSnapshot,2754.39
2024-12-12,M01,Consumption,-37.8
2024-12-12,M01,OnHandSnapshot,2716.59
2024-12-13,M01,Consumption,-90.16
2024-12-13,M01,OnHandSnapshot,2626.43
2024-12-14,M01,OnHandSnapshot,2626.43
2024-12-15,M01,OnHandSnapshot,2626.43
2024-12-16,M01,OnHandSnapshot,2626.43
2024-12-17,M01,Consumption,-245.34
2024-12-17,M01,OnHandSnapshot,2381.09
2024-12-18,M01,Consumption,-269.29
2024-12-18,M01,OnHandSnapshot,2111.81
2024-12-19,M01,Consumption,-80.49
2024-12-19,M01,OnHandSnapshot,2031.31
2024-12-20,M01,Consumption,-50.4
2024-12-20,M01,OnHandSnapshot,1980.91
2024-12-21,M01,OnHandSnapshot,1980.91
2024-12-22,M01,Consumption,-3.0
2024-12-22,M01,OnHandSnapshot,1977.91
2024-12-23,M01,Consumption,-162.62
2024-12-23,M01,OnHandSnapshot,1815.29
2024-12-24,M01,Consumption,-221.48
2024-12-24,M01,OnHandSnapshot,1593.81
2024-12-25,M01,Consumption,-175.67
2024-12-25,M01,OnHandSnapshot,1418.15
2024-12-26,M01,Consumption,-91.84
2024-12-26,M01,OnHandSnapshot,1326.31
2024-12-27,M01,Consumption,-39.42
2024-12-27,M01,OnHandSnapshot,1286.88
2024-12-28,M01,Consumption,-52.49
2024-12-28,M01,OnHandSnapshot,1234.39
